trade_id,account_id,client_document,document_clean,document_type,date,ticker,side,quantity,price,broker_fee,tax,gross_amount,total_costs,net_amount,currency,source_file
T1000748,A0067,59.678.589/1219-32,59678589121932,CNPJ,2026-02-05,ITUB4,BUY,1.0,29.84,0.38,0.0,29.84,0.38,29.46,BRL,transactions_20260218.csv
T1000694,A0253,671.350.591-07,67135059107,CPF,2026-02-05,ITUB4,BUY,1.5,29.84,0.0,1.0,44.76,1.0,43.76,BRL,transactions_20260218.csv
T1000304,A0380,480.340.231-08,48034023108,CPF,2026-02-07,ABEV3,SELL,100.0,15.0,0.38,0.1,-1500.0,0.48,-1500.48,BRL,transactions_20260218.csv
T1000749,A0187,10.217.625/3061-65,10217625306165,CNPJ,2026-02-03,BBAS3,BUY,25.0,52.442,0.0,1.1,1311.05,1.1,1309.95,BRL,transactions_20260218.csv
T1000723,A0023,43.396.732/4001-70,43396732400170,CNPJ,2026-02-03,PETR4,BUY,25.0,35.3,2.75,0.38,882.4999999999999,3.13,879.3699999999999,BRL,transactions_20260218.csv
T1000768,A0240,381.954.118-78,38195411878,CPF,2026-02-07,BBAS3,BUY,10.0,51.43,25.0,0.0,514.3,25.0,489.29999999999995,BRL,transactions_20260218.csv
T1000930,A0217,87.042.720/0251-92,87042720025192,CNPJ,2026-02-04,PETR4,SELL,1000.0,35.4455,0.0,3.25,-35445.5,3.25,-35448.75,BRL,transactions_20260218.csv
T1000140,A0255,825.919.644-16,82591964416,CPF,2026-02-06,BOVA11,BUY,100.0,122.7444,2.75,0.38,12274.44,3.13,12271.310000000001,BRL,transactions_20260218.csv
T1000827,A0107,618.833.323-70,61883332370,CPF,2026-02-05,BBAS3,BUY,250.0,51.5028,1.5,7.5,12875.7,9.0,12866.7,BRL,transactions_20260218.csv
T1000491,A0284,655.722.622-34,65572262234,CPF,2026-02-06,BOVA11,BUY,25.0,122.7444,0.0,0.0,3068.61,0.0,3068.61,BRL,transactions_20260218.csv
T1001095,A0378,205.114.819-85,20511481985,CPF,2026-02-04,WEGE3,SELL,1000.0,38.14,0.38,0.38,-38140.0,0.76,-38140.76,BRL,transactions_20260218.csv
T1000759,A0153,110.167.842-95,11016784295,CPF,2026-02-06,BBAS3,BUY,5.0,52.0594,0.38,3.25,260.29699999999997,3.63,256.667,BRL,transactions_20260218.csv
T1000699,A0220,97.913.672/0581-28,97913672058128,CNPJ,2026-02-03,BOVA11,BUY,1500.0,122.18,2.0,0.38,183270.0,2.38,183267.62,BRL,transactions_20260218.csv
T1000707,A0360,969.053.564-17,96905356417,CPF,2026-02-03,WEGE3,SELL,10.0,38.97,1.5,7.5,-389.7,9.0,-398.7,BRL,transactions_20260218.csv
T1000703,A0045,96.774.340/7944-39,96774340794439,CNPJ,2026-02-07,ITUB4,BUY,1000.0,29.39,10.0,0.1,29390.0,10.1,29379.9,BRL,transactions_20260218.csv
T1001184,A0358,159.954.322-22,15995432222,CPF,2026-02-07,ITUB4,SELL,100.0,29.39,2.75,0.1,-2939.0,2.85,-2941.85,BRL,transactions_20260218.csv
T1000693,A0177,060.597.102-12,06059710212,CPF,2026-02-05,VALE3,SELL,5.0,68.92,25.0,0.1,-344.6,25.1,-369.70000000000005,BRL,transactions_20260218.csv
T1000717,A0283,548.545.886-67,54854588667,CPF,2026-02-07,ABEV3,BUY,10.0,15.0,10.0,7.5,150.0,17.5,132.5,BRL,transactions_20260218.csv
T1000398,A0290,26.731.887/6343-50,26731887634350,CNPJ,2026-02-04,ABEV3,BUY,10.0,15.11,0.0,3.0,151.1,3.0,148.1,BRL,transactions_20260218.csv
T1000761,A0015,39.334.063/3469-20,39334063346920,CNPJ,2026-02-04,WEGE3,BUY,5.0,38.14,25.0,3.25,190.7,28.25,162.45,BRL,transactions_20260218.csv
T1000740,A0083,29.997.523/2402-85,29997523240285,CNPJ,2026-02-07,WEGE3,SELL,5.0,38.45,10.0,7.5,-192.25,17.5,-209.75,BRL,transactions_20260218.csv
T1000763,A0120,162.611.087-57,16261108757,CPF,2026-02-06,WEGE3,SELL,5.0,38.8391,2.0,0.38,-194.1955,2.38,-196.5755,BRL,transactions_20260218.csv
T1000738,A0361,907.414.917-02,90741491702,CPF,2026-02-03,ITUB4,SELL,5.0,29.72,0.0,7.5,-148.6,7.5,-156.1,BRL,transactions_20260218.csv
T1000743,A0129,61.406.978/0012-03,61406978001203,CNPJ,2026-02-07,BBAS3,SELL,250.0,51.43,10.0,3.25,-12857.5,13.25,-12870.75,BRL,transactions_20260218.csv
T1000744,A0003,95.968.129/0280-23,95968129028023,CNPJ,2026-02-06,BBAS3,SELL,1.0,52.0594,10.0,0.38,-52.0594,10.38,-62.4394,BRL,transactions_20260218.csv
T1001044,A0231,03.470.906/7122-30,03470906712230,CNPJ,2026-02-07,VALE3,SELL,10.0,68.95,0.0,3.25,-689.5,3.25,-692.75,BRL,transactions_20260218.csv
T1000752,A0019,93.627.951/7488-63,93627951748863,CNPJ,2026-02-05,WEGE3,SELL,1.0,38.75,1.5,0.0,-38.75,1.5,-40.25,BRL,transactions_20260218.csv
T1000692,A0346,754.798.030-93,75479803093,CPF,2026-02-07,PETR4,BUY,250.0,35.02,1.0,0.38,8755.0,1.38,8753.62,BRL,transactions_20260218.csv
T1000992,A0096,00.523.440/6311-15,00523440631115,CNPJ,2026-02-05,ABEV3,SELL,5.0,15.16,0.0,0.0,-75.8,0.0,-75.8,BRL,transactions_20260218.csv
T1000737,A0096,052.519.460-66,05251946066,CPF,2026-02-04,VALE3,SELL,250.0,67.95,1.0,3.0,-16987.5,4.0,-16991.5,BRL,transactions_20260218.csv
T1000741,A0240,947.543.929-30,94754392930,CPF,2026-02-06,WEGE3,BUY,100.0,38.8391,2.75,7.5,3883.9100000000003,10.25,3873.6600000000003,BRL,transactions_20260218.csv
T1000755,A0041,203.049.149-75,20304914975,CPF,2026-02-03,PETR4,BUY,100.0,35.3,25.0,0.1,3529.9999999999995,25.1,3504.8999999999996,BRL,transactions_20260218.csv
T1000750,A0246,596.840.405-12,59684040512,CPF,2026-02-06,PETR4,BUY,100.0,35.3945,0.0,1.0,3539.4500000000003,1.0,3538.4500000000003,BRL,transactions_20260218.csv
T1000720,A0141,715.049.716-04,71504971604,CPF,2026-02-07,ABEV3,SELL,5.0,15.0,2.75,0.0,-75.0,2.75,-77.75,BRL,transactions_20260218.csv
T1000746,A0288,99.298.636/4693-48,99298636469348,CNPJ,2026-02-07,VALE3,BUY,5.0,68.95,0.0,0.0,344.75,0.0,344.75,BRL,transactions_20260218.csv
T1000711,A0260,96.090.460/7330-35,96090460733035,CNPJ,2026-02-05,ABEV3,BUY,100.0,15.16,0.38,0.0,1516.0,0.38,1515.62,BRL,transactions_20260218.csv
T1000736,A0317,49.229.490/8924-91,49229490892491,CNPJ,2026-02-06,PETR4,SELL,25.0,35.3945,2.0,0.0,-884.8625000000001,2.0,-886.8625000000001,BRL,transactions_20260218.csv
T1000721,A0381,151.545.397-96,15154539796,CPF,2026-02-04,ABEV3,SELL,1.0,15.11,0.0,1.1,-15.11,1.1,-16.21,BRL,transactions_20260218.csv
T1000730,A0316,124.908.115-76,12490811576,CPF,2026-02-03,VALE3,SELL,10.0,69.0294,25.0,0.38,-690.294,25.38,-715.674,BRL,transactions_20260218.csv
T1000770,A0130,20.583.408/8377-76,20583408837776,CNPJ,2026-02-03,ITUB4,BUY,100.0,29.72,25.0,7.0,2972.0,32.0,2940.0,BRL,transactions_20260218.csv
T1000754,A0199,165.392.612-09,16539261209,CPF,2026-02-05,WEGE3,BUY,250.0,38.75,25.0,0.0,9687.5,25.0,9662.5,BRL,transactions_20260218.csv
T1000766,A0115,631.331.363-13,63133136313,CPF,2026-02-05,VALE3,BUY,100.0,68.92,0.38,0.0,6892.0,0.38,6891.62,BRL,transactions_20260218.csv
T1000712,A0241,360.181.371-86,36018137186,CPF,2026-02-07,BOVA11,BUY,1000.0,120.7296,2.75,0.0,120729.6,2.75,120726.85,BRL,transactions_20260218.csv
T1000713,A0068,104.179.031-70,10417903170,CPF,2026-02-03,PETR4,BUY,250.0,35.3,1.5,0.0,8825.0,1.5,8823.5,BRL,transactions_20260218.csv
T1000697,A0072,76.464.996/5862-50,76464996586250,CNPJ,2026-02-07,WEGE3,SELL,100.0,38.45,0.0,3.25,-3845.0000000000005,3.25,-3848.2500000000005,BRL,transactions_20260218.csv
T1000714,A0123,042.331.131-03,04233113103,CPF,2026-02-06,ABEV3,SELL,25.0,14.8,25.0,3.25,-370.0,28.25,-398.25,BRL,transactions_20260218.csv
T1000732,A0361,67.474.168/4835-85,67474168483585,CNPJ,2026-02-03,BBAS3,SELL,5.0,52.442,0.38,7.0,-262.21,7.38,-269.59,BRL,transactions_20260218.csv
T1000700,A0203,74.367.136/9594-86,74367136959486,CNPJ,2026-02-04,WEGE3,SELL,100.0,38.14,1.0,7.0,-3814.0,8.0,-3822.0,BRL,transactions_20260218.csv
T1000725,A0258,661.387.795-68,66138779568,CPF,2026-02-06,VALE3,SELL,250.0,69.34,1.5,0.0,-17335.0,1.5,-17336.5,BRL,transactions_20260218.csv
T1000757,A0148,74.367.136/9594-86,74367136959486,CNPJ,2026-02-04,VALE3,SELL,1.0,67.95,2.75,0.0,-67.95,2.75,-70.7,BRL,transactions_20260218.csv
T1001129,A0198,714.969.780-13,71496978013,CPF,2026-02-06,ITUB4,SELL,1.0,30.1293,0.38,1.1,-30.1293,1.48,-31.6093,BRL,transactions_20260218.csv
T1000706,A0072,07.460.964/2313-09,07460964231309,CNPJ,2026-02-06,BBAS3,BUY,25.0,52.0594,0.0,3.0,1301.485,3.0,1298.485,BRL,transactions_20260218.csv
T1000724,A0219,74.367.136/9594-86,74367136959486,CNPJ,2026-02-04,VALE3,SELL,10.0,67.95,1.5,0.0,-679.5,1.5,-681.0,BRL,transactions_20260218.csv
T1000734,A0147,562.659.864-22,56265986422,CPF,2026-02-07,BBAS3,BUY,10.0,51.43,0.0,0.0,514.3,0.0,514.3,BRL,transactions_20260218.csv
T1000729,A0173,97.978.559/3824-91,97978559382491,CNPJ,2026-02-04,PETR4,BUY,1500.0,35.4455,0.0,0.38,53168.25000000001,0.38,53167.87000000001,BRL,transactions_20260218.csv
T1000710,A0131,477.989.968-00,47798996800,CPF,2026-02-05,BBAS3,SELL,1.5,51.5028,25.0,0.1,-77.2542,25.1,-102.35419999999999,BRL,transactions_20260218.csv
T1000701,A0162,40.424.082/0311-86,40424082031186,CNPJ,2026-02-05,VALE3,BUY,1.0,68.92,25.0,0.1,68.92,25.1,43.82,BRL,transactions_20260218.csv
T1000698,A0148,260.037.483-38,26003748338,CPF,2026-02-05,BBAS3,SELL,100.0,51.5028,1.5,0.38,-5150.28,1.88,-5152.16,BRL,transactions_20260218.csv
T1000764,A0185,694.053.954-91,69405395491,CPF,2026-02-07,PETR4,SELL,5.0,35.02,10.0,3.25,-175.10000000000002,13.25,-188.35000000000002,BRL,transactions_20260218.csv
T1000767,A0007,75.817.499/9080-10,75817499908010,CNPJ,2026-02-07,PETR4,BUY,100.0,35.02,1.0,7.5,3502.0000000000005,8.5,3493.5000000000005,BRL,transactions_20260218.csv
T1000402,A0319,081.476.440-19,08147644019,CPF,2026-02-05,PETR4,SELL,5.0,35.3166,10.0,0.0,-176.583,10.0,-186.583,BRL,transactions_20260218.csv
T1000709,A0158,20.449.046/5041-65,20449046504165,CNPJ,2026-02-07,BOVA11,BUY,10.0,120.7296,25.0,0.38,1207.296,25.38,1181.916,BRL,transactions_20260218.csv
T1000758,A0109,921.376.907-56,92137690756,CPF,2026-02-06,ABEV3,BUY,1.0,14.8,2.75,0.0,14.8,2.75,12.05,BRL,transactions_20260218.csv
T1000756,A0144,140.323.810-38,14032381038,CPF,2026-02-07,WEGE3,SELL,1000.0,38.45,25.0,0.1,-38450.0,25.1,-38475.1,BRL,transactions_20260218.csv
