trade_id;account_id;client_document;date;ticker;side;quantity;price;broker_fee;tax;currency
T1000804;A0006;CNPJ 54.601.196/7174-00;2026-02-04;ITUB4;COMPRA;5;28.10;1.5;0,00;BRL
T1000792;A0280;57163446751044;06-02-2026;BBAS3;VENDA;1,500.00;10;1,50;0;BRL
T1000816;A0037;326.951.166-32; 2026-02-05 ;ABEV3;SELL;5.00; 10,35 ;0.00;1;BRL
T1000815;A0234;CNPJ 92.818.221/1652-70;2026/02/07;PETR4; SELL ;10;38.40;0,38;0,38;BRL
T1000791;A0330;Documento 053.480.209-58; 2026-02-04 ;VALE3; SELL ;10; 14,95 ; 0,38 ;1.1;BRL
T1000784;A0192;CPF: 412.228.387-61;06-02-2026;BOVA11; SELL ;250;28.10;25;3,25;BRL
T1000890;A0165; CNPJ	34862603645085 ; 2026-02-04 ;ITUB4;compra;25;351; 0,00 ;3,25;BRL
T1000786;A0377;59608185966417; 2026-02-07 ;VALE3;VENDA;1.000;10,35;abc;7,5;BRL
T1000850;A0273;Documento: -;05/02/2026;ABEV3;S; 25,00 ;9,85;25;0;BRL
T1000824;A0021; CNPJ	38954100354100 ;04-02-2026;PETR4;venda; 1,00 ; 52,10 ; 0,00 ;0;BRL
T1000844;A0346;41.973.592/2415-79; 2026-02-04 ;BOVA11;BUYSELL; 10,00 ;14;1.5;1.1;BRL
T1000851;A0279;CNPJ 46.607.758/0290-94;05-02-2026;ITUB4;buy;10,00;52.1;0;3.25;BRL
T1000798;A0044;993.837.039-03;03/02/2026;PETR4;venda;1,500;14,95;1; 0,00 ;BRL
T1000801;A0026;CPF: 015.690.956-12;03-02-2026;ITUB4;buy;1.500,00;122,56;2,75;3,25;BRL
T1000891;A0053;40724298923645; 2026-02-05 ;BOVA11;S; 5,00 ;28;2.75; 1,10 ;BRL
T1000793;A0048;206.686.655-56;2026-02-05;ITUB4;COMPRA;250,00;38.4;0;1.1;BRL
T1000800;A0313;"	69134194495
";2026-02-07;VALE3;BUY;1000;38,40;25.00;3,25;BRL
T1000777;A0209;47449879824;2026/02/07;WEGE3;BUY;25;122.56; 2,75 ;0.00;BRL
T1000818;A0303;Documento 075.949.902-00;2026/02/07;VALE3; BUY ;100,00;9,85;25.00;1,1;BRL
T1000825;A0300;CPF: 466.981.498-29;04-02-2026;PETR4;S; 25,00 ;351;1;7,5;BRL
T1000788;A0171;06.699.813/8795-66;03/02/2026;VALE3;SELL; 5,00 ;28.1;1;7,5;BRL
T1000175;A0108;cnpj: 30769193828664;06/02/2026;ABEV3;sell;10,0;351.20;10.0;0.0;BRL
T1000244;A0195;65087001939360; 2026-02-03 ;BOVA11;B;250,00;14;1.50;3.25;BRL
T1000826;A0168;CPF: 945.160.849-45;2026-02-04;PETR4;buy;1.500,00;28.10; 2,75 ;0.0;BRL
T1000026;A0111;CNPJ 77.183.622/3551-70;2026/02/06;PETR4;BUY;1;14,95;25; 0,10 ;BRL
T1000268;A0323; cpf 84272969919 ;04-02-2026;PETR4;BUY;1;52.10; 1,50 ; 3,25 ;BRL
T1000781;A0127;Documento 907.252.872-76;2026-02-05;VALE3;VENDA;250,0;52,1;1,5;3;BRL
T1000433;A0170;cnpj: 09564731520995; 2026-02-04 ;BOVA11;Venda;250;52.10;10,00;7,5;BRL
T1000813;A0036;cnpj: 61184162560508; 2026-02-03 ;WEGE3;SELL;25;38;2;3.25;BRL
T1000805;A0367;12498202561382;2026-02-04;WEGE3;COMPRA;25;14;2,75;7;BRL
T1000827;A0029;240.776.023-94; 2026-02-06 ;BBAS3;BUY;-1.000;122;10;0;BRL
T1000823;A0206;ABC123; 2026-02-05 ;VALE3;compra;250.00;9;2;3.25;BRL
T1000802;A0240;Documento 652.171.032-05;03-02-2026;ABEV3;SELL;100,0;122,56;0;1,1;BRL
T1000780;A0124;70.816.965/9908-76;2026/02/04;VALE3;BUY;10; 52,10 ;25,00; 0,10 ;BRL
T1000351;A0006;14432532219805; 2026-02-04 ;WEGE3;COMPRA;1;14,95;10.00; 1,10 ;BRL
T1000773;A0358;CNPJ 79.181.989/0931-27;2026/02/06;VALE3;Venda;25,0;10.35;0;0;BRL
T1000841;A0334;50.622.781/4700-07;2026-02-06;PETR4;Compra;-10;52.10;0;7;BRL
T1000809;A0398;164.312.693-81;04/02/2026;BOVA11;sell;10;351.20;10,0;7;BRL
T1000812;A0018; CNPJ	39128002555157 ;2026/02/07;BOVA11;B; 5,00 ;38;0.00;1,1;BRL
T1000814;A0368;Documento 219.248.489-53;03-02-2026;PETR4;venda;100;38,4;25; 7,50 ;BRL
T1000795;A0352;Documento 168.773.647-24;03/02/2026;BOVA11;Compra;250;10; 2,75 ;7.50;BRL
T1000785;A0370;Documento 756.044.049-50;03/02/2026;VALE3;sell;1,00; 10,35 ;1.5;0,38;BRL
T1000811;A0305;Documento 430.032.044-67;05-02-2026;BBAS3;B;100;10;10;3,25;BRL
T1000846;A0049;CNPJ 74.367.136/9594-86;2026-02-06;PETR4;B;100.00;38.40; 25,00 ;3;BRL
T1000810;A0074;25802194038657;05-02-2026;WEGE3;SELL;25;52.1;0.0;7,5;BRL
T1001070;A0098;"	20470082046
";06/02/2026;WEGE3;compra;1,000;351.2; 10,00 ;7;BRL
T1000040;A0047;72660047924955; 2026-02-05 ;BOVA11;venda;5;38.40; 0,00 ;0.10;BRL
T1000842;A0023;11531085938;2026/02/04;BBAS3;buy;1;122,56;1,5;7,50;BRL
T1000834;A0005; CNPJ	35052790569730 ;05-02-2026;PETR4; SELL ;1;9.85;0.0;R$ 10,00;BRL
T1000847;A0199;cnpj: 38604561596075;06/02/2026;PETR4;COMPRA;250;52;2,75;3.25;BRL
T1000829;A0318; CNPJ	11838409252334 ;2026-02-04;BBAS3;venda;1,000; 122,56 ;25,0;0;BRL
T1000839;A0400;CPF: 753.167.974-42;2026/02/04;ITUB4;Venda;100,00;38.40;1,5;7;BRL
T1000796;A0103;831.446.177-68;04-02-2026;BBAS3;buy;1500;122; 1,50 ;0;BRL
T1000776;A0122;CNPJ 74.367.136/9594-86; 2026-02-05 ;ABEV3;Compra; 250,00 ;10.35;10.00;1,1;BRL
T1001071;A0171;72232081397;2026-02-07;ABEV3;sell;25;14;10,0;0;BRL
T1000954;A0276;CPF: 152.741.599-66;05/02/2026;PETR4;compra;1; 122,56 ; 0,00 ;3.25;BRL
T1000833;A0295;51794274568412;05/02/2026;WEGE3;Compra; 5,00 ;28,1;1;0,38;BRL
T1000845;A0258; cpf 95184620389 ;2026-02-03;BOVA11;COMPRA;0;351;1.5;1.1;BRL
T1000843;A0074;Documento: -;06/02/2026;PETR4; SELL ;10;122;10,0;1;BRL
T1000787;A0243;"	28734484906
";06/02/2026;PETR4;BUY;1500,0;38,4;0;0;BRL
T1000779;A0341;415.691.535-23;2026/02/03;BOVA11;buy;10;122,56;25;0,1;BRL
T1000822;A0034;81.857.299/2573-00;2026/02/04;ABEV3;buy;250,0;52.1;2.75;3.25;BRL
T1000799;A0125; CNPJ	54199698032934 ;05/02/2026;BOVA11;BUY;1,000;122,56;0.38;7;BRL
T1000831;A0272;CNPJ 74.367.136/9594-86; 2026-02-04 ;ABEV3;VENDA;1000;52,1;-7.50;0,1;BRL
T1000849;A0285;Documento 627.756.596-67; 2026-02-03 ;VALE3;BUY; 25,00 ;351; 0,38 ;3.25;BRL
T1000837;A0122;cnpj: 28631834983215;2026-02-06;BOVA11;Compra;1,500.00;9,85;0,38;7,50;BRL
T1000828;A0136;CNPJ 74.367.136/9594-86;06/02/2026;PETR4;VENDA;10; 122,56 ;10.00; 1,10 ;BRL
T1000819;A0086; cpf 87203023982 ;03/02/2026;VALE3;buy;;10,35;2,75;0,10;BRL
T1000808;A0038;CNPJ 74.367.136/9594-86;2026/02/03;ABEV3;COMPRA;1; 14,95 ;0;0,38;BRL
T1000807;A0231;;2026/02/03;VALE3;SELL;1,000;28.1; 25,00 ;0.00;BRL
T1000817;A0094;30837026393; 2026-02-04 ;ITUB4;B;1,0;351.20; 25,00 ; 0,00 ;BRL
T1000775;A0053;CNPJ 74.367.136/9594-86;05-02-2026;BOVA11;SELL;100,00;9;0;3.25;BRL
T1000830;A0088;CPF: 558.936.442-63; 2026-02-07 ;PETR4;Compra;5,0;10.35;25,00; 1,10 ;BRL
T1000864;A0201;CNPJ 74.367.136/9594-86;2026/02/04;ABEV3;Venda;100,00; 28,10 ;10.0;7;BRL
T1000774;A0006;56514667465; 2026-02-06 ;ITUB4;venda;1,00;351.20; 10,00 ;3;BRL
