trade_id;account_id;client_document;date;ticker;side;quantity;price;broker_fee;tax;currency
T1000192;A0098; CNPJ	15305396672843 ;04-02-2026;ABEV3;Venda;250.00;122,56;25; 7,50 ;BRL
T1000220;A0231;889.556.387-52;2026/02/03;BOVA11; SELL ;1,000;122;0.00; 3,25 ;BRL
T1000233;A0255;26113881725;2026-02-06;BOVA11;buy;1.000;52.1;1,50;0,38;BRL
T1000208;A0293; cpf 67860041723 ;2026-02-04;PETR4;sell;1;122,56; 0,00 ;0.00;BRL
T1000244;A0370;"	67237955209
";2026-02-07;VALE3;X; 100,00 ;9;25.0;0,0;BRL
T1000229;A0110; cpf 38146455379 ;2026-02-06;PETR4;BUY;1,000;351,20; 25,00 ;1,1;BRL
T1000288;A0308;617.794.716-61;05/02/2026;ABEV3;S; 10,00 ;351;0.00;7,5;BRL
T1000221;A0345;cnpj: 45820197998195;2026-02-06;ABEV3;compra;5; 28,10 ;25.0;0;BRL
T1000171;A0297;CNPJ 73.132.594/4489-75;2026-02-04;PETR4;COMPRA;250;52.10;0.0;3;BRL
T1000169;A0074;CPF: 680.756.219-56;2026-02-05;BBAS3;SELL;1000;-10;25,00;0,00;BRL
T1000197;A0061;   ;2026-02-06;ITUB4; SELL ;1,0;52;25;1,1;BRL
T1000204;A0354;51566869900;2026/02/06;WEGE3;sell;100;28;10,0; 7,50 ;BRL
T1000180;A0003;"	81389828611
";2026/02/05;WEGE3;VENDA; 250,00 ;28;10;7;BRL
T1000206;A0349;432.597.229-39;04/02/2026;ITUB4;buy;1.500;52; 25,00 ;7.5;BRL
T1000213;A0135;82562139810;2026-02-05;ABEV3;S;5.00;9,85;10,0;3;BRL
T1000177;A0368;CNPJ 74.367.136/9594-86;2026-02-06;BBAS3;VENDA;1.000,00;122,56;0;1,1;BRL
T1000237;A0363;344.401.230-66;2026-02-07;VALE3;COMPRA;10;-12,34; 0,38 ;7;BRL
T1000236;A0183;"	63075326704
";2026-02-04;ITUB4;Venda;1.500; 351,20 ; 10,00 ;0,10;BRL
T1000225;A0322;CPF: 319.364.505-26; 2026-02-07 ;ITUB4;Venda;25,00;28,1;0; 1,10 ;BRL
T1000239;A0259;501.002.210-92;2026/02/04;ABEV3;compra;250.00;9;0,0;0,10;BRL
T1000258;A0151;CNPJ 08.120.746/0841-40;2026-02-07;VALE3;Venda;25,0;28;0,00;7;BRL
T1000827;A0107;CNPJ 17.611.361/0490-01; 2026-02-05 ;BBAS3;COMPRA;250,00;28;1;7,5;BRL
T1000186;A0232; cpf 26015850728 ;04-02-2026;VALE3;Venda;250; 9,85 ;10,0;7.5;BRL
T1000173;A0286;Documento 116.827.692-67; 2026-02-04 ;ITUB4;sell;5;52,1;25,0;0;BRL
T1000183;A0149;Documento 377.654.756-14;04/02/2026;WEGE3;Venda;10;38.4;2.75; 0,10 ;BRL
T1000172;A0337; CNPJ	27645556437611 ; 2026-02-04 ;VALE3;BUY;1;28.1;25.00;0;BRL
T1000209;A0094;CNPJ 74.367.136/9594-86; 2026-02-04 ;ABEV3;S;1,000.00;10.35;0;3;BRL
T1000235;A0209; CNPJ	65770191683680 ;2026-02-04;BOVA11;Venda;10;9,85;25;3,25;BRL
T1000214;A0056;CPF: 079.697.891-37;03-02-2026;ITUB4;Compra;100;52,10;25,00;-0,10;BRL
T1000201;A0194;Documento 908.326.876-42;06-02-2026;BOVA11;SELL;1.000,00; 122,56 ;10.0;0.38;BRL
T1000259;A0091;cnpj: 10176700957104; 2026-02-03 ;VALE3;BUY;1;9,85;0; 1,10 ;BRL
T1000250;A0335;Documento 254.904.065-18; 2026-02-03 ;PETR4;compra;1,000;38; 10,00 ;0.38;BRL
T1000184;A0305;CPF: 864.213.322-85;03/02/2026;ITUB4; SELL ;100.00;9.85;2;7;BRL
T1000193;A0342;40126551271149;05-02-2026;BBAS3;BUY;10,00;38; 2,75 ;3;BRL
T1000168;A0014;Documento 523.301.217-09;2026-02-04;PETR4;buy;-1.000; 28,10 ;1;0.38;BRL
T1000198;A0092;"	04038890490
";2026-02-03;ABEV3;Venda;100; 9,85 ;2;7.5;BRL
T1000190;A0091;CNPJ 04.071.238/7598-90;2026-02-06;ITUB4; BUY ;1,0;10; 10,00 ;0.10;BRL
T1000248;A0042; CNPJ	90431084899413 ;2026/02/05;BBAS3;VENDA;10,0;12,3,4; 0,00 ;0;BRL
T1000205;A0148;30958391890;04-02-2026;WEGE3;VENDA;25,00;52.1;1.5;0.0;BRL
T1000195;A0166;CNPJ 74.367.136/9594-86;06/02/2026;ABEV3;SELL;1;10,35;2,75;7.50;BRL
T1001074;A0385;365.646.977-67; 2026-02-06 ;ITUB4;venda; 5,00 ;122.56;10;0.38;BRL
T1000240;A0135;Documento 139.504.849-57;2026/02/05;PETR4;SELL;100;52.1;0;0;BRL
T1000200;A0083;CPF: 435.726.690-49; 2026-02-07 ;ITUB4;B;25,00;14.95;2;0;BRL
T1000161;A0069; CNPJ	35599938452055 ;2026/02/03;BOVA11;VENDA;1000;52,10;1;0.00;BRL
T1000228;A0300;0000000;2026-02-03;ITUB4;Compra;250;14;0,38;3.25;BRL
T1000211;A0233;CPF: 982.049.994-10; 2026-02-04 ;ITUB4;venda;5;52;1;7;BRL
T1000241;A0158;"	38047351931
";03/02/2026;WEGE3;sell;100,0;38;25;0.1;BRL
T1000189;A0293;CNPJ 74.367.136/9594-86;07/02/2026;BBAS3; SELL ; 100,00 ;14,95;0,38;0,38;BRL
T1000170;A0200;cnpj: 25051108271677;04/02/2026;WEGE3;BUY;10;52;0,00; 0,10 ;BRL
T1000174;A0206; CNPJ	16146241148849 ;06/02/2026;BOVA11;Compra;10,0;28.1;25;0.1;BRL
T1000242;A0005;"	70312907672
";07-02-2026;ITUB4;SELL; 1,00 ;351;2;3;BRL
T1000255;A0379;CNPJ 74.367.136/9594-86;2026/02/07;ITUB4;sell;25,00;122,56;2.75;0,10;BRL
T1000222;A0317;Documento 385.868.096-67;04/02/2026;WEGE3;BUY; 1.500,00 ;52;1;0;BRL
T1000252;A0068; cpf 88374088702 ;05-02-2026;WEGE3;compra;25; 28,10 ;10;0.10;BRL
T1000212;A0144;177.638.715-55;03/02/2026;WEGE3;venda;100,00;38,40;25; 3,25 ;BRL
T1000207;A0357;cnpj: 48539913506620; 2026-02-06 ;WEGE3;COMPRA;1.500,00;122,56; 2,75 ;0.38;BRL
T1000210;A0216;Documento 376.551.662-77;2026/02/03;BOVA11;sell;5;28;0;3,25;BRL
T1000219;A0016;64.650.879/0222-50;05/02/2026;WEGE3;Compra;5;52.10;25;1;BRL
T1000199;A0228;CPF: 665.604.692-47;03-02-2026;ITUB4;sell;;28.10;10;0;BRL
T1000175;A0099;"	90746520000
";2026/02/05;ABEV3;SELL;100,0;9,85;2,75;0;BRL
T1000223;A0181;109.744.181-45;2026-02-04;PETR4;SELL;1.00;122,56;0,00; 1,10 ;BRL
T1000176;A0373; cpf 88947755184 ;04-02-2026;WEGE3;Venda;5,0;28,1;25;7,5;BRL
T1000182;A0132;83.869.391/0173-40;2026/02/07;WEGE3;B;25,0;38.40;0.00;7;BRL
T1000187;A0198;40.301.242/5233-10;2026/02/05;VALE3;SELL;1;28;10,00;3;BRL
T1000864;A0201; CNPJ	07157722801538 ;2026/02/04;ABEV3;sell;100;28,10;10.0;7;BRL
