trade_id;account_id;client_document;date;ticker;side;quantity;price;broker_fee;tax;currency
T1000911;A0203; CNPJ	41468816502062 ;2026-02-07;WEGE3;sell; 25,00 ;122.56;25.0; 0,38 ;BRL
T1000035;A0108;CPF: 066.072.728-51;03/02/2026;WEGE3;Compra;100;351;1.5;3.25;BRL
T1000022;A0014;769.605.659-01; 2026-02-04 ;BOVA11;Venda;5;52,10;10.0;0.10;BRL
T1000026;A0241;CPF: 208.999.504-18;04-02-2026;VALE3;BUY;10.00;-99.99;10.0;0,1;BRL
T1000992;A0096;CNPJ 80.596.014/1939-50;05-02-2026;ABEV3;VENDA;5,0;9; 0,00 ; 0,00 ;BRL
T1000075;A0376;"	39908971875
";2026/02/06;ITUB4;BUY;25,00;9.85; 1,50 ;0;BRL
T1000037;A0298;"	27061678909
";05-02-2026;ITUB4;;1000,0;38.4;0,00;0;BRL
T1000077;A0027;448.854.035-02;2026-02-03;ABEV3;Venda;100;52.1;2.75;0;BRL
T1000169;A0041;"	40467828970
";05/02/2026;ITUB4;BUY;1; 10,35 ;1;3;BRL
T1000020;A0301;CPF: 705.932.454-23;2026-02-04;ABEV3;venda;1;52.1; 25,00 ; 0,10 ;BRL
T1000449;A0018;12.860.013/8562-94;2026-02-03;PETR4;venda;1;38;0,38; 0,38 ;BRL
T1000001;A0198; cpf 24834518370 ;06/02/2026;BOVA11;   ;1;122.56;1.50;0,00;BRL
T1001071;A0171;72232081397;2026-02-07;ABEV3;venda;25.00;14,95;10;0.38;BRL
T1000011;A0093;cnpj: 06252923909832;2026-02-05;PETR4;SELL;1;28,1;25,0;0;BRL
T1000080;A0331;29341656044; 2026-02-05 ;ABEV3;COMPRA;1000,0;10.35; 0,38 ;0;BRL
T1000046;A0197;"	31509368450
";03/02/2026;PETR4;COMPRA; 10,00 ;10,35;0.00;7.50;BRL
T1000995;A0382;589.420.759-24;03/02/2026;PETR4; BUY ;25;52,1;0.38; 0,38 ;BRL
