trade_id,account_id,client_document,date,ticker,side,quantity,price,broker_fee,tax,currency
T1000325,A0148,Documento 715.669.872-96,2026/02/05,ITUB4,SELL,"250,00",38,10,"1,10",BRL
T1000167,A0179,Documento 077.926.862-80,2026/02/06,PETR4,venda,5.00,"14,95",0,7,BRL
T1000165,A0363,68.889.394/2761-01, 2026-02-03 ,BBAS3,Venda,"1000,0",-1,"0,38",1,BRL
T1000142,A0195, cpf 25578387640 ,05-02-2026,BBAS3,COMPRA,5,38,"2,75"," 0,38 ",BRL
T1000164,A0175,Documento 705.892.704-94,03-02-2026,VALE3,Compra,"1.500,00","14,95"," 0,38 ","0,00",BRL
T1000166,A0158,cnpj: 15633652492769,2026/02/04,VALE3,BUY,"1.500,00",10.35,"1,5",1,BRL
T1000092,A0208,cnpj: 26836334919600, 2026-02-03 ,ITUB4, BUY ,"1,500.00"," 122,56 ",0.0,0.38,BRL
T1000086,A0093,CNPJ 74.367.136/9594-86,03/02/2026,VALE3,COMPRA," 250,00 ",9.85,10,0,BRL
T1000160,A0103,13517793035,03/02/2026,ABEV3,B,"1,500",122,"0,0",0.38,BRL
T1000109,A0005,292.683.220-64, 2026-02-04 ,PETR4,B,250,9,0,0,BRL
T1000127,A0398,CNPJ 74.367.136/9594-86, 2026-02-06 ,ITUB4,sell,"1.000,00",9.85,1.5," 0,38 ",BRL
T1001044,A0231,03470906712230,07/02/2026,VALE3, SELL ,10,"10,35","0,00",3.25,BRL
T1000976,A0093,"	12944992112
",2026-02-05,ITUB4,SELL,10.00," 38,40 "," 10,00 ",7.5,BRL
T1000132,A0001,862.696.549-47,05-02-2026,PETR4,Venda," 1.500,00 ",10,"0,38",3.25,BRL
T1000135,A0101,73.022.952/4956-42,04-02-2026,BBAS3,BUY,"250,00","38,40","10,0","3,25",BRL
T1000398,A0290,42923992176102,2026-02-04,ABEV3,BUY,10.00,28.10,0.00,"3,25",BRL
T1000111,A0099,cnpj: 65382847001367,03-02-2026,WEGE3,SELL,"1.000,00",10," 1,50 ","0,1",BRL
T1000268,A0323,"	17664526981
",04-02-2026,PETR4,Compra,1,52.10,"1,5",3,BRL
T1000117,A0118,360.072.370-79,05-02-2026,WEGE3,B,10," 14,95 ",0.38,0.1,BRL
T1000104,A0158, CNPJ	81261268974108 ,2026/02/03,BBAS3,VENDA,1000," 28,10 ","0,38","1,1",BRL
T1000118,A0053,CNPJ 74.367.136/9594-86, 2026-02-07 ,VALE3,Compra,100,10.35,"0,38","0,10",BRL
T1000128,A0262,Documento 835.206.554-89,2026/02/05,WEGE3,venda,"1000,0",28,0.00,0.0,BRL
T1000098,A0235,CNPJ 37.122.613/6339-02,03/02/2026,WEGE3,VENDA,"1,00","351,20","10,00",1.1,BRL
T1000096,A0274,27387705330,2026/02/07,ABEV3,compra,5,"351,20",0,3,BRL
T1000094,A0166,518.546.729-08,05-02-2026,ITUB4,SELL,1.500,122.56,10,"7,50",BRL
T1000288,A0308,61.745.330/9738-24,05/02/2026,ABEV3,sell,10,"351,20","0,00",7,BRL
T1000112,A0383,91306014755070,07/02/2026,ITUB4,Compra,10.00,14.95,1.5,3.25,BRL
T1000131,A0083,CNPJ 74.367.136/9594-86, 2026-02-03 ,ABEV3,B,100,28.10," 0,38 ",7.5,BRL
T1000161,A0171, CNPJ	92373452335821 ,2026/02/06,BBAS3,Venda,250,38.40,1,"0,10",BRL
T1000083,A0003,CPF 123, 2026-02-07 ,BOVA11,Compra,1500,"122,56"," 25,00 ",0.10,BRL
T1000087,A0070,986.467.591-56,07-02-2026,ITUB4,COMPRA," 250,00 ","28,1",0,3,BRL
T1000105,A0030,cnpj: 94531598180820,05-02-2026,ABEV3,COMPRA,1,52,1.5,0.10,BRL
T1000155,A0252,CNPJ 74.367.136/9594-86,05/02/2026,ABEV3, SELL ,1.000,122.56,1,7.50,BRL
T1000162,A0355,CPF: 805.875.090-58, 2026-02-06 ,BOVA11,S," 1,00 ",14.95,2.75,3.25,BRL
T1000126,A0293,34393423757061,03-02-2026,BOVA11,venda," 250,00 ",52," 1,50 ",0.10,BRL
T1000145,A0241,"	66436673130
",2026/02/07,WEGE3, BUY ," 250,00 ",14,"10,00"," 0,00 ",BRL
T1000136,A0307,CNPJ 72.027.945/1847-56, 2026-02-05 ,ITUB4,BUY,"5,0",52.10,"25,0",3,BRL
T1000119,A0044,751.816.144-34,05-02-2026,ABEV3, BUY ,0,52,"0,38",1.1,BRL
T1000150,A0220,86.597.985/7754-36,07-02-2026,ITUB4, BUY ,1,"351,20"," 1,50 ",0.38,BRL
T1000100,A0161,,04-02-2026,BOVA11, BUY ,100,"52,10",2,7.5,BRL
T1000159,A0009,CNPJ 74.367.136/9594-86,05-02-2026,BBAS3,Venda,5.00,"351,20","10,00"," 1,10 ",BRL
T1000110,A0128,cnpj: 76512293511594,2026-02-05,ITUB4,B,"1,500.00",10,1.50,"7,50",BRL
T1000085,A0341, cpf 53122195763 ,06/02/2026,PETR4,B,10,"52,1",10,7.50,BRL
T1000143,A0177,Documento 378.014.077-25,06-02-2026,PETR4,BUYSELL,250,"9,85",2.75,0,BRL
T1000154,A0013,"	95611954294
",2026-02-07,VALE3,COMPRA,"100,00",351,2.75,"3,25",BRL
T1000147,A0400,cnpj: 51983687150483,06/02/2026,WEGE3,Venda," 10,00 "," 351,20 ",10," 0,10 ",BRL
T1000088,A0293,cnpj: 71913435475440,03/02/2026,BOVA11,venda," 1,00 ",10,"1,50",0.10,BRL
T1000101,A0223,91.291.580/6465-16, 2026-02-05 ,BOVA11,buy,5,"52,1",2.75,"3,25",BRL
T1000084,A0117,CNPJ 13.264.411/0458-22,04-02-2026,ITUB4,Venda,250,14.95,1,"12,3,4",BRL
T1000099,A0144,CPF: 538.277.251-78,2026/02/04,BOVA11, BUY ,"1,00","14,95",0,1,BRL
T1000107,A0326,"	97122917584
",06/02/2026,WEGE3,S,250,122.56,"2,75",7.5,BRL
T1000120,A0109,CPF: 088.482.977-49, 2026-02-03 ,ITUB4,BUY,"250,0","28,10",1.5,0.00,BRL
T1000102,A0037,27487196976,2026/02/07,VALE3,venda,1.00," 10,35 ",0,"3,25",BRL
T1000116,A0374,983.991.438-39,06/02/2026,BOVA11,COMPRA,"1,000.00",10,0.0," 0,10 ",BRL
T1000038,A0304,Documento 621.024.634-60,2026/02/03,ABEV3,Compra," 10,00 "," 52,10 ","2,75",7.50,BRL
T1001092,A0036,130.723.784-36,03-02-2026,PETR4,S,"1.000,00","14,95",10.00,"0,00",BRL
T1000153,A0056, CNPJ	21642216790695 ,07/02/2026,VALE3,B,"250,0"," 351,20 "," 2,75 ",0.38,BRL
T1000123,A0269,CNPJ 12.345,03-02-2026,BBAS3,S,"1000,0",122.56,0,1,BRL
T1000090,A0267,33.676.510/0624-05,05-02-2026,WEGE3,buy,"5,00"," 14,95 ",10.0,3,BRL
T1000141,A0385,08.604.599/7066-05, 2026-02-04 ,ABEV3,S,"1.500,00","52,1",0,1,BRL
T1000158,A0355,"	12722919362
",06/02/2026,BOVA11,B,"1,500",9.85,"2,75",0,BRL
T1000095,A0231,074.050.173-98,06-02-2026,WEGE3,S,"1,500.00","122,56",2.75,0,BRL
T1000163,A0136, cpf 62629486192 ,07/02/2026,PETR4,Compra,"1,000.00",-1,25.0,"0,00",BRL
T1000152,A0016,Documento 867.346.781-05,04-02-2026,BBAS3,compra,100,38,"0,0",0.10,BRL
T1001129,A0198,CPF: 714.969.780-13,06-02-2026,ITUB4,S,"1,0","28,10","0,38","1,10",BRL
T1000106,A0035, CNPJ	35359732528054 ,2026/02/03,PETR4,Compra," 1.500,00 ",38,2," 1,10 ",BRL
T1000091,A0239,80523768164963, 2026-02-07 ,BBAS3,COMPRA,100.00," 14,95 ","2,75",7,BRL
T1000093,A0108, CNPJ	48654752583602 ,04-02-2026,WEGE3,buy,1.00,351.2," 0,38 "," 0,00 ",BRL
T1000097,A0133,cnpj: 06638424678207,05/02/2026,PETR4,COMPRA,"1,0",38," 10,00 ",0.00,BRL
T1000134,A0059,781.817.646-25,04/02/2026,BOVA11,B,1," 9,85 ","25,0","0,1",BRL
