trade_id,account_id,client_document,date,ticker,side,quantity,price,broker_fee,tax,currency
T1000428,A0182,CPF 123,2026/02/04,ABEV3,COMPRA,10.00,"351,2",1,0.38,BRL
T1000413,A0232,95323640821266, 2026-02-06 ,ITUB4,SELL,"25,0",122,"25,00",0.38,BRL
T1000420,A0367,44049925061150,2026/02/06,ITUB4, SELL ,"100,0",28,"10,00","7,5",BRL
T1000377,A0095,51343189721,2026/02/05,VALE3,BUY,1,52.10,2.75,3.25,BRL
T1000353,A0264,CNPJ 57.883.821/6645-60, 2026-02-07 ,BBAS3,BUY,"5,00"," 52,10 ",0.0,0,BRL
T1000111,A0001,CNPJ 74.367.136/9594-86,07-02-2026,BOVA11, SELL ,"1,00",38.40,25.00,0.38,BRL
T1000402,A0322,"	17508010434
",2026-02-03,ITUB4,B,1.00,10," 0,38 ",7.5,BRL
T1000389,A0173,cnpj: 59589688454327,2026-02-06,ITUB4,B,1000,"10,35",10,"0,10",BRL
T1000427,A0254,"	38041104797
",2026/02/07,ABEV3,sell,"1000,0"," 52,10 ",2.75,7,BRL
T1000891,A0053,129.240.023-46, 2026-02-05 ,BOVA11,Venda,5.00,"28,10",2.75,"1,1",BRL
T1000373,A0393,   ,03/02/2026,PETR4,compra,1000,38,0,7.5,BRL
T1000425,A0056, cpf 98894596559 ,05-02-2026,BOVA11, SELL ,"1,500.00","9,85",1,0,BRL
T1000418,A0222,"	36480384512
",2026/02/04,ABEV3,buy,"1500,0",52,0,"R$ 10,00",BRL
T1000361,A0283, cpf 93611245364 ,2026/02/04,BOVA11,COMPRA," 1,00 ","9,85",1,"0,0",BRL
T1000387,A0026,Documento 101.054.990-13,03/02/2026,BOVA11,BUY," 5,00 ","38,40","0,0"," 7,50 ",BRL
T1000367,A0266,91131595858, 2026-02-04 ,ITUB4, BUY ,1.000,351,25,0,BRL
T1000349,A0092,316.828.264-22, 2026-02-06 ,ITUB4,compra,"250,0",122,0,3,BRL
T1000981,A0274,CNPJ 74.367.136/9594-86,06-02-2026,ABEV3,venda,1,"122,56",25," 0,10 ",BRL
T1000370,A0288, CNPJ	61244418969750 ,06-02-2026,PETR4,SELL,1.000,9.85,1,1,BRL
T1000385,A0261,CPF: 446.887.736-76,04-02-2026,PETR4, BUY ,"1000,0"," 122,56 ",2,0,BRL
T1000395,A0284,36021593204033,03/02/2026,BBAS3,venda,"1.000,00","14,95",2,0.00,BRL
T1000391,A0163,17489918599300,06/02/2026,VALE3,buy,"10,00",14.95,1," 0,10 ",BRL
T1000401,A0389,CNPJ 20.323.057/2925-98,2026-02-06,PETR4,B,"1,00",38,25,"1,10",BRL
T1000384,A0395,cnpj: 96026917140815,2026-02-04,VALE3,S,1.00," 38,40 ",25.00,0,BRL
T1000381,A0326,405.957.868-12,05/02/2026,PETR4,Compra,25,122,25,"0,00",BRL
T1000358,A0384,CNPJ 74.367.136/9594-86,2026-02-07,ITUB4,BUY,"1500,0"," 9,85 "," 2,75 ",7.50,BRL
T1000365,A0226, CNPJ	07473165343086 , 2026-02-04 ,ITUB4,buy,100.00,"52,1",2,"0,1",BRL
T1000392,A0365,23122230381688,06/02/2026,BOVA11,B," 250,00 ",14.95,0," 0,38 ",BRL
T1000400,A0380,CNPJ 93.864.696/5463-07, 2026-02-05 ,WEGE3,SELL,25,14.95,0,"1,10",BRL
T1000366,A0176, CNPJ	46997976091713 ,2026-02-04,VALE3,sell,25,"28,1",0.38," 3,25 ",BRL
T1000429,A0073,32051638537206,2026-02-03,WEGE3,VENDA," 250,00 ",122.56,0.00,"1,1",BRL
T1000383,A0329,CNPJ 74.367.136/9594-86,04-02-2026,ABEV3,sell,"25,0"," 122,56 ","25,00","3,25",BRL
T1000363,A0199,Documento 731.733.431-66,07-02-2026,VALE3,COMPRA,"100,00"," 122,56 ",2.75,,BRL
T1000403,A0125,Documento 657.636.228-55, 2026-02-03 ,ITUB4,S,"1,000","28,10",25.00,0,BRL
T1000380,A0171,"	36912018815
",07/02/2026,PETR4,sell,250.00,"9,85",1.5,0,BRL
T1000375,A0383,CNPJ 74.367.136/9594-86, 2026-02-06 ,VALE3, SELL ,1500,10,"1,50",1,BRL
T1000364,A0195,CNPJ 74.367.136/9594-86, 2026-02-04 ,VALE3,S,1,122," 0,38 ",3.25,BRL
T1000369,A0048,30.900.786/1285-51,06/02/2026,BOVA11,Venda,250,10,"10,00",0,BRL
T1000355,A0145,500.136.208-35,2026-02-04,WEGE3,Compra,1.000,122,"10,00",0.10,BRL
T1000995,A0382,589.420.759-24,03/02/2026,PETR4,COMPRA,25.00,"52,10",0,0,BRL
T1000350,A0107,CNPJ 75.324.361/5011-32,05/02/2026,BOVA11, SELL ,250,52,"0,0",0,BRL
T1000406,A0063,607.950.904-04, 2026-02-07 ,ABEV3,sell,250,351,0.00,1.10,BRL
T1000376,A0229,172.580.910-92, 2026-02-05 ,BOVA11,VENDA," 1.500,00 ",38.40,0,"0,10",BRL
T1000390,A0233,CNPJ 74.367.136/9594-86,2026/02/07,BOVA11,B,"10,00","10,35",25,"0,0",BRL
T1000951,A0113,cnpj: 12205121078425, 2026-02-05 ,PETR4,venda,"10,0",9.85,"2,75","0,38",BRL
T1000386,A0086, CNPJ	03601556057662 ,04-02-2026,BBAS3,buy,100.00,28,"0,0",3.25,BRL
T1001045,A0024,Documento 971.775.483-78,07-02-2026,ABEV3,B," 1.000,00 ",10.35,1,0.0,BRL
T1000378,A0069,CPF 123,2026-02-06,VALE3,Venda,1," 38,40 ",0,"1,10",BRL
T1000930,A0217, CNPJ	45205740369600 , 2026-02-04 ,PETR4,S,"1,000.00"," 9,85 ","0,0","3,25",BRL
T1000637,A0127, cpf 28146820751 , 2026-02-04 ,BOVA11,sell," 10,00 ",351.20,0.00,0.38,BRL
T1000368,A0261, CNPJ	23063261820978 ,06/02/2026,VALE3,COMPRA,10," 14,95 ",0,0,BRL
T1000411,A0004,50801224616791,05/02/2026,BOVA11, SELL ,1.000," 351,20 ","1,50",0,BRL
T1000388,A0119, cpf 22132287872 , 2026-02-03 ,BBAS3,BUY,1.00,10,1,3,BRL
T1000394,A0395,10323722814,2026-02-07,WEGE3, BUY ," 100,00 ",28,0,3,BRL
T1000348,A0137,CNPJ 74.367.136/9594-86, 2026-02-05 ,VALE3,S,10.00," 351,20 ","0,38",3.25,BRL
T1000347,A0388,Documento 817.055.980-48,2026-02-04,PETR4,VENDA,"5,0",351.20,"1,50"," 0,00 ",BRL
T1000393,A0209,CNPJ 76.845.396/8921-97, 2026-02-03 ,ABEV3,S," 250,00 ",9,25,3,BRL
T1000414,A0350,92439665308089,2026-02-04,VALE3,buy,"1,0",122,25.0,7.5,BRL
T1000397,A0249,70166505889, 2026-02-04 ,BBAS3,B,1.500,-99.99,0.38,0.0,BRL
T1000359,A0333, cpf 74667630493 ,2026/02/06,ABEV3,COMPRA,1,"38,4",2,0.38,BRL
T1001026,A0347,Documento 335.505.853-06,2026/02/03,BOVA11,S,"1.000,00",14,0,7,BRL
T1000423,A0397,426.876.989-70, 2026-02-07 ,BBAS3,VENDA," 10,00 ",14,10," 3,25 ",BRL
T1000424,A0369,19692819241710,2026-02-06,ABEV3, SELL ,"1,000.00",38,2,"3,25",BRL
T1000416,A0005,10045943866221,05-02-2026,BBAS3,venda,5," 52,10 ","2,75",3,BRL
T1000409,A0167,44866640278,07-02-2026,PETR4,VENDA,250,abc,"1,50","3,25",BRL
T1000256,A0374, CNPJ	33309486798723 ,2026/02/07,VALE3,sell," 5,00 ","14,95"," 25,00 ","3,25",BRL
T1000412,A0276,CNPJ 94.384.193/7542-42, 2026-02-07 ,BBAS3,compra,10,"9,85","10,00","0,1",BRL
T1000410,A0072,064.854.018-90,2026-02-05,VALE3, SELL ,250,"28,10",2.75,0.38,BRL
T1000415,A0089,60947825801231,06-02-2026,WEGE3,Compra,"1,0","14,95","1,5",3,BRL
T1000354,A0121,CNPJ 74.348.860/1615-92,2026/02/03,ABEV3,sell,5,38.4,25.00," 3,25 ",BRL
T1000379,A0001,CPF: 536.149.755-09, 2026-02-06 ,BOVA11,VENDA,1500,14,1.5,7.5,BRL
T1000374,A0311,42490272099430,07-02-2026,WEGE3,Venda,"1,00"," 122,56 ",10.00," 7,50 ",BRL
T1000134,A0059,781.817.646-25,04/02/2026,BOVA11, BUY ," 1,00 ",9.85,25.0,0,BRL
T1000356,A0207,cnpj: 31050971176537,2026/02/05,VALE3,VENDA,1.500,10.35,"1,50","0,1",BRL
T1000357,A0394,CNPJ 74.367.136/9594-86,06/02/2026,VALE3,B,1.000," 10,35 ",1.50,0.10,BRL
