trade_id,account_id,client_document,date,ticker,side,quantity,price,broker_fee,tax,currency
T1000633,A0118,CPF: 286.274.828-53, 2026-02-07 ,WEGE3,Venda," 1,00 ","14,95",0,"1,10",BRL
T1000647,A0219,CNPJ 74.367.136/9594-86,2026/02/05,ABEV3,BUY,,52,25.00," 0,10 ",BRL
T1000605,A0167, CNPJ	68607607231498 ,2026-02-07,WEGE3,buy,"250,00",14.95," 0,00 ","0,38",BRL
T1000610,A0309,032.207.232-84,06/02/2026,ITUB4,SELL,5,122,0,"3,25",BRL
T1000620,A0334,"	82442444020
",06-02-2026,WEGE3,venda,10.00," 28,10 ","25,00",0.0,BRL
T1000643,A0191,27844907300669,07/02/2026,PETR4,buy,0,"10,35",0.38,0,BRL
T1000637,A0282,66.967.725/2593-00,2026-02-04,WEGE3, BUY ,250,28,0.38," 0,00 ",BRL
T1000664,A0001,CNPJ 25.162.932/6314-04,2026-02-06,ABEV3,COMPRA,250,122,0.00,1,BRL
T1000691,A0279,972.090.741-04,2026/02/06,PETR4,COMPRA," 25,00 ",351.2,0," 0,38 ",BRL
T1000662,A0174,CNPJ 35.114.401/8262-33,04/02/2026,PETR4,Venda,"10,00","52,1","0,00","0,1",BRL
T1000690,A0057,46045425707,03/02/2026,BOVA11, SELL ,5,"351,20",25.0,0,BRL
T1000650,A0045,81279086864229,04/02/2026,ITUB4, SELL ,25.00,14.95,1.50,"0,38",BRL
T1000652,A0321,619.930.012-20,2026-02-06,PETR4,Compra,"1,00"," 52,10 ",1,"1,1",BRL
T1000626,A0204,26984252207530,2026-02-04,PETR4,compra,"25,00"," 351,20 "," 25,00 ",3.25,BRL
T1000634,A0331,CNPJ 28.861.887/5917-31,2026-02-04,WEGE3,VENDA,"1,00",38.4,2," 1,10 ",BRL
T1000661,A0040,59140081652671,06-02-2026,ABEV3, SELL ,10,14.95,10.00,"0,10",BRL
T1000609,A0152,54.400.016/0680-09,05/02/2026,WEGE3, SELL ,1,14,"0,38","0,38",BRL
T1001097,A0184, cpf 47226124980 ,07-02-2026,BBAS3,B,1.000,10.35," 0,00 ","3,25",BRL
T1000646,A0392,Documento 288.120.534-83, 2026-02-03 ,BOVA11, BUY ,"1,500",14.95," 10,00 ",0.00,BRL
T1000613,A0064,52.879.263/6142-89,06/02/2026,ITUB4,SELL,"1,00",38.4," 0,38 ",3.25,BRL
T1000616,A0045, CNPJ	85978222031104 , 2026-02-03 ,ABEV3,Venda," 25,00 ",14.95,"1,50","0,10",BRL
T1000651,A0152,cnpj: 53027224362578,2026/02/07,BOVA11, BUY ,100.00,351,"25,0",0,BRL
T1000629,A0333,90361991908,06-02-2026,BBAS3,buy,5,38.40,2,0.0,BRL
T1000667,A0363,579.946.837-62, 2026-02-05 ,ABEV3, SELL ,5.00,"10,35",10,0.10,BRL
T1000687,A0036,"	13596875480
",07/02/2026,BBAS3,sell,"5,00",14,25.00,-7.50,BRL
T1000682,A0074,CNPJ 74.367.136/9594-86,2026/02/05,WEGE3,Compra,"1,500.00",351.20,10.0,1,BRL
T1000660,A0093,686.199.116-35,2026/02/05,ABEV3,BUY," 10,00 "," 9,85 ",0," 1,10 ",BRL
T1000622,A0393,043.453.255-01, 2026-02-03 ,ABEV3,Compra,100,122.56,0,0.38,BRL
T1000615,A0393, cpf 33224569000 ,2026/02/04,BBAS3,SELL,1.500,122.56,"25,0",0.38,BRL
T1000601,A0234,79.769.700/0511-90, 2026-02-06 ,VALE3, BUY ,"1.000,00",351,2,"7,5",BRL
T1000689,A0187,Documento 349.047.768-52,05-02-2026,PETR4,Compra,"1,000","10,35"," 0,38 ",7,BRL
T1000641,A0254,95658165849,2026/02/05,VALE3,sell,5,-99.99,0.0,"3,25",BRL
T1000623,A0188,90027155102,2026/02/05,BOVA11,COMPRA,"1,500.00",28.10," 0,00 ","0,38",BRL
T1000674,A0109,92677605996,06-02-2026,ABEV3,Compra,"1,00",52.10,"0,0","0,1",BRL
T1000618,A0382,34.801.560/3394-15,2026/02/07,WEGE3, SELL ,"250,00",122.56,1.50," 0,38 ",BRL
T1000602,A0115,CNPJ 51.294.406/3417-44,2026/02/05,ITUB4,BUY,10,28,25.00,0.00,BRL
T1000976,A0093,"	12944992112
",2026-02-05,ITUB4,S,10.00," 38,40 "," 10,00 ","7,5",BRL
T1000685,A0098,CNPJ 76.475.565/0215-18, 2026-02-05 ,ITUB4,S,250,"122,56",1,0.38,BRL
T1000670,A0358,CNPJ 74.367.136/9594-86, 2026-02-06 ,ABEV3,buy,100," 14,95 ",1,"0,0",BRL
T1000673,A0333,03489052544,2026-02-07,BBAS3,S,1,"38,4",25,0,BRL
T1000654,A0245,cnpj: 42236985256918,,PETR4,SELL," 1.500,00 ",122.56,"2,75","7,5",BRL
T1000631,A0309,CNPJ 63.434.065/7752-30,06-02-2026,ABEV3,buy,"5,0","38,40","2,75",3,BRL
T1000112,A0188,CPF: 867.594.280-05,2026-02-06,BBAS3,Venda," 5,00 ",9,"0,38",1,BRL
T1000640,A0394, cpf 03689241308 ,2026-02-05,ABEV3,S,5,10,"25,0","3,25",BRL
T1000675,A0096,CPF: 500.501.225-76,2026-02-03,VALE3,sell,5,"122,56",2,0.10,BRL
T1000663,A0189,67503131241,2026-02-03,ABEV3, SELL ,1000,52," 0,00 ",0,BRL
T1000607,A0107,CNPJ 66.327.313/2668-68, 2026-02-03 ,ITUB4,SELL," 1.500,00 ",52.1,"0,38",1.10,BRL
T1000644,A0123,70.744.220/2750-40, 2026-02-03 ,WEGE3,BUYSELL,100.00,351,10,"0,38",BRL
T1000684,A0068,90314169245,06/02/2026,PETR4,VENDA,250,52.1," 10,00 ",0,BRL
T1000389,A0038,cnpj: 24473394883391,2026-02-05,ITUB4,sell,"5,00",14,"0,00","7,50",BRL
T1000676,A0303,cnpj: 17378820842581,2026-02-05,BOVA11,compra,1500,10.35,"2,75","0,00",BRL
T1000638,A0215,CNPJ 74.367.136/9594-86,2026-02-06,PETR4, BUY ,"5,00",351,"10,00",7,BRL
T1000370,A0288, CNPJ	61244418969750 ,06-02-2026,PETR4,SELL,"1.000,00",9,1,"1,10",BRL
T1000677,A0088,764.895.222-09, 2026-02-05 ,BOVA11, SELL ,"1,0","9,85","1,50",1.1,BRL
T1000642,A0170,779.760.015-58,2026-02-06,VALE3,BUY,"25,0",38.4," 0,38 ",0,BRL
T1000628,A0244,191.793.149-29,04/02/2026,ITUB4,BUY,"1500,0",14.95," 0,38 "," 0,00 ",BRL
T1000600,A0066,cnpj: 89581512649999,06-02-2026,PETR4,buy," 1.000,00 "," 10,35 "," 0,00 ","0,0",BRL
T1000636,A0362, cpf 59584729098 , 2026-02-06 ,WEGE3,BUY,"1,000.00","38,4",10.00,"1,1",BRL
T1000653,A0318,24038609395201, 2026-02-06 ,ABEV3,sell,1..234,10.35,"1,50"," 0,38 ",BRL
T1000645,A0121, cpf 39521091002 ,04-02-2026,WEGE3,S,10," 38,40 ","2,75","0,00",BRL
T1000669,A0073,CPF: 635.276.014-73,07/02/2026,ITUB4,B,5,28.10,"25,0","1,10",BRL
T1000658,A0113,"	09220945789
",07/02/2026,VALE3,COMPRA,1,14,"-0,10","0,38",BRL
T1000608,A0023,Documento 883.873.101-23,04-02-2026,BBAS3,COMPRA,5," 9,85 ",10,0,BRL
