trade_id;account_id;client_document;date;ticker;side;quantity;price;broker_fee;tax;currency
T1000489;A0025;14562959185;05/02/2026;ABEV3;Venda;10,0;14.95;10.0;3.25;BRL
T1000495;A0153;cnpj: 82192102667808; 2026-02-05 ;ITUB4;compra;1.500; 10,35 ;0;1;BRL
T1000499;A0184; CNPJ	69027140748685 ;2026/02/06;BBAS3;S;1.500,00;38,4;0.0; 7,50 ;BRL
T1000512;A0124;"	65633522869
";03/02/2026;ITUB4;Venda;100;10;0,00;0;BRL
T1000486;A0168;CNPJ 12.345;05-02-2026;VALE3; BUY ;1,500.00; 122,56 ;25;0,00;BRL
T1000452;A0279;503.985.241-06;2026/02/04;VALE3;venda;1.000,00; 10,35 ;10,00;0;BRL
T1000484;A0149;"	95155066468
";2026-02-03;PETR4;VENDA;100;10; 25,00 ;7;BRL
T1000476;A0336;CPF: 966.530.272-87;2026/02/04;ITUB4;COMPRA;1000,0;14,95;25;7;BRL
T1000440;A0116;04895836959;2026/02/05;BOVA11;Compra;10;28;1;7,50;BRL
T1000480;A0113;cnpj: 16644154281902;04/02/2026;BOVA11;S;1,000;351;2.75;0;BRL
T1000464;A0250; cpf 79371670924 ;07/02/2026;ABEV3;Compra;100; 52,10 ;10.00;3.25;BRL
T1000492;A0037;28334612087;2026-02-03;BBAS3;COMPRA;1,000.00;9;1.50;0.00;BRL
T1000478;A0365; cpf 58275601622 ;03-02-2026;WEGE3;Venda;250;351;2,75;1.10;BRL
T1000954;A0276;CPF: 152.741.599-66;05/02/2026;PETR4;COMPRA; 1,00 ;122.56;0,0;3.25;BRL
T1000481;A0179;"	96497430067
";04/02/2026;ITUB4;VENDA;10.00; 52,10 ;1;0,38;BRL
T1000437;A0270;38845270809595;07/02/2026;BBAS3;B;10,0;122;0,38; 0,10 ;BRL
T1000454;A0286;CNPJ 74.367.136/9594-86;2026-02-03;PETR4;venda;25.00;14;0;0,10;BRL
T1000441;A0205;CNPJ 62.094.284/2381-60;2026/02/06;BBAS3;Venda;10.00;52,10;25,00;1,10;BRL
T1000488;A0258;CNPJ 42.780.597/8500-56;2026-02-07;ITUB4;BUY;100;-99.99;0;0,0;BRL
T1000115;A0145;CNPJ 74.367.136/9594-86;2026/02/06;ABEV3;compra;100; 9,85 ;0; 3,25 ;BRL
T1000447;A0107; CNPJ	32255933336700 ;2026-02-07;WEGE3;sell;5,0;38; 1,50 ;0,1;BRL
T1000485;A0234;CPF: 372.655.608-76; 2026-02-06 ;ABEV3;SELL;1.00; 14,95 ;0;7;BRL
T1000436;A0174; CNPJ	01881045500072 ; 2026-02-05 ;WEGE3;compra;1.500,00;14.95;0; 1,10 ;BRL
T1000517;A0005;777.453.817-89;06-02-2026;BOVA11;B;1,500;10.35;2.75;3.25;BRL
T1001006;A0197;41719551538642;2026/02/03;WEGE3;B;1,00;52,1;2.75;1.10;BRL
T1000459;A0181;99.829.282/8753-00;07-02-2026;BBAS3; SELL ;10;351.20;1;1;BRL
T1000443;A0237;681.257.977-77; 2026-02-07 ;BOVA11;compra;1.500,00;12,3,4;25;0;BRL
T1000799;A0131;24.078.917/6063-00;2026-02-04;PETR4;BUY; 25,00 ;14,95;0.38;1;BRL
T1000474;A0220;80332371123; 2026-02-04 ;WEGE3;VENDA;10.00;38.4;0.0;3;BRL
T1000119;A0142;cnpj: 30290017477087;07/02/2026;ITUB4;venda;1000,0;14,95;10;7;BRL
T1000511;A0007;CNPJ 72.350.558/6439-63; 2026-02-07 ;ITUB4;Compra;250.00;52,10; 0,38 ;0.0;BRL
T1000438;A0103;118.730.049-74; 2026-02-03 ;VALE3;venda;10; 122,56 ;25.00;0.0;BRL
T1000498;A0313;cnpj: 94399295968118; 2026-02-03 ;WEGE3; BUY ;5;351.20;10;3,25;BRL
T1000448;A0339;Documento 825.416.360-08; 2026-02-04 ;PETR4;BUY;1,500.00;122,56;2;7.50;BRL
T1000519;A0168; cpf 87327007849 ; 2026-02-03 ;BOVA11;B;10,0;10.35; 25,00 ;0.00;BRL
T1000487;A0117;821.580.696-19;2026-02-04;BOVA11; BUY ;1500,0;14;0.38;0,38;BRL
T1000469;A0011; CNPJ	11475897962815 ; 2026-02-03 ;BOVA11;BUY; 5,00 ;351.2;2.75;7.5;BRL
T1000506;A0065;21863534660;2026/02/06;PETR4;VENDA; 5,00 ;38;0;0;BRL
T1000483;A0064; cpf 63275330357 ;2026/02/07;BBAS3;SELL;1,000;28,10;0;0.1;BRL
T1000473;A0358;54644587940;2026-02-03;BOVA11; BUY ;100; 10,35 ;10,0;7.5;BRL
T1000458;A0032;CNPJ 74.367.136/9594-86;2026/02/04;PETR4; BUY ;1,500.00;122;2.75;1.10;BRL
T1000475;A0296;02423679220513; 2026-02-06 ;WEGE3;Compra;10;28;10;7;BRL
T1000453;A0315;848.606.614-00;2026/02/04;VALE3;Compra;25;52;0.38;7,5;BRL
T1000470;A0244;cnpj: 43920725373721;2026/02/04;PETR4;buy;250;14;1;3.25;BRL
T1000493;A0053;"	74140457813
"; 2026-02-05 ;PETR4;BUY;-1.000;10,35;10.0; 0,38 ;BRL
T1000565;A0356;Documento 747.723.343-78;2026/02/03;ITUB4;compra;1;351;1.50;7.50;BRL
T1000466;A0048;055.788.613-93;06/02/2026;BBAS3; BUY ;100;122.56;10.0;0.38;BRL
T1000456;A0022;CNPJ 37.842.851/1161-49;2026-02-06;BOVA11;venda;1,500.00;52.10;1;1.1;BRL
T1000432;A0100;CNPJ 80.688.624/6234-06;2026-02-03;VALE3;sell; 1,00 ;38,40;0;0;BRL
T1000444;A0371;"	59356620784
";04-02-2026;ABEV3;compra;1.000,00;28.1;1;7.50;BRL
T1000516;A0353; cpf 42156477892 ;2026-02-07;BOVA11;Venda;100,0;9; 10,00 ;0.38;BRL
T1000500;A0281;cnpj: 76823733274646;2026-02-03;WEGE3;SELL;5,00;14;0.0;7;BRL
T1000435;A0053;cnpj: 84398861349995;06/02/2026;ABEV3; BUY ;1.000; 14,95 ; 0,38 ;0;BRL
T1000515;A0333;CPF: 444.770.064-62; 2026-02-06 ;VALE3; BUY ;1500,0; 14,95 ;25,0; 0,00 ;BRL
T1000434;A0240;CPF: 151.191.109-32;2026/02/05;BOVA11;venda; 250,00 ;38;1,50; 3,25 ;BRL
T1000504;A0393;39218916783080; 2026-02-07 ;BOVA11;sell;25,0;9.85;1;1;BRL
T1000457;A0065; CNPJ	95438587872900 ; 2026-02-07 ;PETR4;sell;1;38;10,0;7;BRL
T1000497;A0332;85078732276;2026-02-03;BBAS3; BUY ;10; 351,20 ;25;0,0;BRL
T1000468;A0122;CNPJ 72.704.171/9883-53;07/02/2026;ABEV3;Compra;1.500,00;38,4; 2,75 ;0;BRL
T1001195;A0399;CPF: 459.817.096-42;2026/02/03;PETR4;buy;1000;9.85;10,0;1,10;BRL
T1000446;A0172; CNPJ	74442014478140 ; 2026-02-07 ;WEGE3;compra;1;10.35;2,75;0,0;BRL
T1000442;A0283;"	25549329050
";07-02-2026;WEGE3;Compra;25,00; 10,35 ;10,0;0.10;BRL
